Timestamp,Year of study,What is you department?,Are you currently pursuing a minor under any of the following departments/programs?,Gender,What song are you vibing to these days?,Relationship Status,Township,How frequently do you eat out?,How often do you feel homesick?,Do you get along with your roommate?,Are you facing Intern/placement issue?,How much are you affected by quizzes and assignments ?,"CPI (write in the text box) 
Disclaimer: This is an anonymous survey, we don't judge.",How is your social life?,How many hours do you sleep daily?,How well are you coping up with the offline semester?,Do you feel you are missing out?,Do you think your fluency in English affects your confidence?,How does your Insti life compare to your expectations? Take your time,Any feedback regarding the survey? How could we have done better?
11/17/2022 18:12:51,2nd,Computer Science and Engineering,None,Female,,Single,City,Occasionally (once in a week),Sometimes,I feel comfortable with them,I am feeling left out as my friends have already found fits.,4,7.81,To a point where I feel guilty of inefficient time management,7,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,
11/17/2022 18:15:18,2nd,Electrical,None,Female,Perfect ,Single,City,Never,Only during difficult times,There is minor miscommunication,Inadequate opportunity in the sector I aspire to persue.,3,7.42,To a point where I feel guilty of inefficient time management,6,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests)",Yes,2,
11/17/2022 18:16:58,2nd,Civil,None,Male,Charlie Puth and orchestral music,Single,City,Occasionally (once in a week),Never,I live in single occupancy,I am happy with my internship opportunity.,3,6.8,I like to keep my social circle small,8,Its just perfect,Extra Curriculars (Cult activities and college fests),No,4,Felt nice to express
11/17/2022 18:23:43,2nd,Mechanical,SysCon,Male,Beautiful - Eminem,Committed,City,Occasionally (once in a week),Never,There is minor miscommunication,No,1,7.98,I like to keep my social circle small,8,Really hard to get up on time and attend lectures,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,3,
11/17/2022 18:38:51,2nd,Civil,None,Male,The weekend’s songs,Broke up recently,City,Occasionally (once in a week),Always,I live in single occupancy,No,4,0 because of semester drop,I prefer my own company,6,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,Nope
11/17/2022 18:39:54,2nd,Engineering Physics,None,Female,These Days by Wallows ,Single,City,Occasionally (once in a week),Sometimes,I live in single occupancy,I am feeling left out as my friends have already found fits.,5,9.08,"Too scared to make friends, too lonely to prefer my own company",6,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,2,
11/17/2022 19:09:33,2nd,Computer Science and Engineering,Centre for Machine Intelligence and Data Science,Female,In my blood Shawn Mendes,Committed,City,Occasionally (once in a week),Always,I feel comfortable with them,I am feeling left out as my friends have already found fits.,5,9.88 bas abhi tak ab toh fir jaegi,I like to keep my social circle small,7,Too Hectic for me... online was smoother,"Scholastically, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,1,
11/17/2022 20:13:51,2nd,Electrical,Centre for Machine Intelligence and Data Science,Male,I ain't worried,In pursuit,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,3,8.94,I like to keep my social circle small,8,weighted mean of 1 and 2 in ratio 60:40,Extra Curriculars (Cult activities and college fests),Yes,4,
11/17/2022 20:41:41,2nd,Chemical,None,Male,"Pop songs, phone, Spanish songs",Single,City,Often (more than five times a week),Never,I feel comfortable with them,I am feeling left out as my friends have already found fits.,5,5,I like to keep my social circle small,8,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,1,
11/17/2022 21:21:01,2nd,Aerospace,Centre for Machine Intelligence and Data Science,Female,Subtitles by DOUBLECAMP,Single,City,Often (more than five times a week),Always,I feel comfortable with them,I am unable to find one that suits my interest.,5,9.5,I like to keep my social circle small,8,I am facing difficulty with time management,"Scholastically, Technical activities (Tech teams, Tech clubs etc.)",No,5,"Survey is fun. Makes me rethink my choices, and sem overall."
11/17/2022 21:37:45,2nd,Computer Science and Engineering,Centre for Machine Intelligence and Data Science,Male,"Fairytale, World's smallest violin ",Single,Town,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,Inadequate opportunity in the sector I aspire to persue.,3,9.42,To a point where I feel guilty of inefficient time management,6,I am facing difficulty with time management,"Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,3,
11/17/2022 21:56:27,4th,Computer Science and Engineering,Computer Science and Engineering,Dora,Peter Pan was Right ,Single,Town,Often (more than five times a week),Always,I live in single occupancy,Inadequate opportunity in the sector I aspire to persue.,5,10,To a point where I feel guilty of inefficient time management,1,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,1,
11/17/2022 22:21:56,PhD,Desai Sethi School of Entrepreneurship,BSBE,Homo,,Broke up recently,City,Often (more than five times a week),Always,There is minor miscommunication,I am unable to find one that suits my interest.,5,4.6,To a point where I feel guilty of inefficient time management,3,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",I don't understand the question :(,1,Terrible survey 
11/17/2022 22:48:21,2nd,Aerospace,SysCon,Attack Helicopter,Kahin To,Single,City,Often (more than five times a week),Never,There is minor miscommunication,No,4,8.12,I prefer my own company,3,Too Hectic for me... online was smoother,"Socially, Technical activities (Tech teams, Tech clubs etc.)",No,3,
11/17/2022 23:18:17,2nd,Electrical,Computer Science and Engineering,Male,Kasoor (Prateek Kuhad),Broke up recently,Town,Never,Never,There is minor miscommunication,I am unable to find one that suits my interest.,3,8.5,I like to keep my social circle small,7,Too Hectic for me... online was smoother,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests)",No,3,
11/18/2022 3:13:17,2nd,Humanities and Social Science,None,Male,Wait a minute by Willow ,Single,City,Occasionally (once in a week),Never,I feel comfortable with them,No,4,6.4,I like to keep my social circle small,8,Its just perfect,"Technical activities (Tech teams, Tech clubs etc.)",No,4,
11/18/2022 3:30:41,2nd,Mathematics (BS),None,Male,Nostalgic ,In pursuit,Town,Occasionally (once in a week),Always,I feel comfortable with them,I am feeling left out as my friends have already found fits.,3,5.31,To a point where I feel guilty of inefficient time management,6,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",Yes,1,
11/18/2022 9:12:31,2nd,Energy Science,None,Female,,Single,City,Occasionally (once in a week),Sometimes,There is minor miscommunication,No,2,7.9,I like to keep my social circle small,8,Its just perfect,Scholastically,No,3,
11/18/2022 11:45:42,2nd,Computer Science and Engineering,Centre for Machine Intelligence and Data Science,Male,Bruno Mars kinda songs. The 1975. Sad songs sometimes. ,Single,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am feeling left out as my friends have already found fits.,3,9.4,I like to keep my social circle small,8,Its just perfect,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,3,
11/18/2022 11:46:18,3rd,Computer Science and Engineering,None,Male,Sunroof,Single,City,Occasionally (once in a week),Only during difficult times,I feel comfortable with them,I am happy with my internship opportunity.,3,9.6,I like to keep my social circle small,7,Its just perfect,"Socially, Extra Curriculars (Cult activities and college fests)",Yes,3,
11/18/2022 12:02:14,2nd,Civil,None,Female,comfortably numb-pink floyd,Single,City,Occasionally (once in a week),Always,There is minor miscommunication,No,3,,I like to keep my social circle small,6,I am facing difficulty with time management,"Scholastically, Socially, Extra Curriculars (Cult activities and college fests), Technical activities (Tech teams, Tech clubs etc.)",No,3,"more options for each question could be given, instead of black and white polarizing ones, felt like there werent answers i could exactly relate to
"
11/18/2022 18:40:13,3rd,Mechanical,Centre for Machine Intelligence and Data Science,Male,Until i found yoj,Committed,City,Often (more than five times a week),Never,I feel comfortable with them,I am happy with my internship opportunity.,3,8.94,I like to keep my social circle small,7,I am facing difficulty with time management,Scholastically,Yes,4,
11/18/2022 19:45:18,4th,Chemical,Centre for Machine Intelligence and Data Science,Male,Afreen Afreen,In pursuit,Town,Occasionally (once in a week),Sometimes,I live in single occupancy,Inadequate opportunity in the sector I aspire to persue.,2,9.02,I like to keep my social circle small,8,I am facing difficulty with time management,Socially,Yes,4,
11/19/2022 0:08:49,2nd,Computer Science and Engineering,Mathematics,Male,,Committed,City,Occasionally (once in a week),Never,There is minor miscommunication,No,3,10 (guess who I am),I prefer my own company,6,Its just perfect,Extra Curriculars (Cult activities and college fests),Yes,4,"Clickbait survey
Why mention musk, artemis and stuff"
